1760,"if the fractional equation $frac{3x}{x-2}=frac{m+3}{x-2}+1$ about $x$ has an increasing root, then $m=$",502,505,
3623,"let $f(x)$ be an odd function with period $2$, when $0leqslantxleqslant1$, $f(x)=2x(1-x)$, then $fleft(-frac{5}{2}right) =$$(quad)$",639,1119,2138
3110,"let the function $f(x)=(x-1)mathrm{e}^{x}.$ if the inequality $f(x)<ax-1$ about $x$ has one and only one integer solution, then the positive the range of values for the number $a$ is",639,641,41
2674,"given $tanalpha=2$, then $cosleft(2alpha+frac{pi}{2}right)=$",1192,1198,639
2893,"it is known that the real numbers $x, y, z$ satisfy $lnx=mathrm{e}^{y}=frac{1}{z}$, then the following relation may hold:",39,643,
1448,"given $f(x)=frac{2}{x-1}$, then the value of $f(3)$ is",639,,
1700,"(2019 xiangyang, hubei, 9 ""nine chapters of arithmetic"" is a famous ancient mathematics work in my country. the translation of the title in volume 7 ""insufficient profit"" is as follows: today, someone buys sheep in partnership, and each person pays 5 yuan, and the difference will be 45 yuan; each person pays 7 the difference is 3 money. what are the number of partners and the price of the sheep? let the number of partners be $x$, the correct equation is",39,1812,795
3632,"given the function $f(x)=lnfrac{1+x}{1-x}+x$, and $f(a)+f(a+1)>0$, then the value range of $a$ is $(quad)$",297,279,639
2660,"given $cosleft(2alpha-frac{pi}{3}right)=frac{2}{3}$, then $frac{1}{2}-sin^{2}left(alpha-frac{pi}{ 6}right)$ is the value of",1192,1938,639
1523,"as shown in the figure, a straight line passes through the origin $o$, and intersects the image of the inverse proportional function $y=frac{k}{x}(k>0)$ at the point $a$, the point $b$, and the point $a$ $ is the axis of $acperpy$, and the vertical foot is $c.$ to connect $bc$. if the area of $triangleabc$ is $8$, then $k=$",430,639,431
2410,"it is known that the real numbers $x, y, z$ satisfy $lnx=mathrm{e}^{y}=frac{1}{z}$, then the following relation may hold:",297,301,639
3320,"if $lgx+lgy=0$, then the minimum value of $4x+9y$ is $underline{qquad}$.",297,2102,639
1266,"as shown in the figure, the line passing through the origin $o$ and the image of the inverse proportional function $y=frac{a}{x}(a>0)$ intersect at two points $a, d$ (point $a$ is in the first quadrant ), the point $b,c,e$ is on the graph of the inverse proportional function $y=frac{b}{x}(b<0)$, $ab//$y axis, $ae//cd//x $axis, the area of the pentagon $abcde$ is $56$, and the area of the quadrilateral $abcd$ is $32$, then the value of $ab$ is the value of $underline{qquad}$$-frac{b}{a}$ for $underline{qquad}$",430,639,
2478,"if $a>0, b>0$, and $a+b=4$, then the following inequality is always true is ($quad$)",708,814,
838,"it is known that $left(-3,y{1}right),left(-2,y{2}right),left(1,y{3}right)$ is a parabola $y=-3x^{2}- point on 12x+m$, then",261,369,381
910,which of the following quadratic radicals is the simplest quadratic radical is,165,2112,2113
1746,the result of factoring the polynomial $m^{2}n+6mn+9n$ is,165,471,1574
515,which of the following quadratic radicals is the simplest quadratic radical is ( ),165,2112,2113
3132,"knowing that $a=0.3^{0.2}, b=5^{0.3}, c=log{0.2}5$, then the size relationship of $a, b, c$ is",297,2202,639
3244,"in $triangleabc$, $a=4, b=5, c=6$, then $frac{sin2a}{sinc}=$$underline{qquad}$.",1192,1937,639
1891,"in the plane cartesian coordinate system, the final edge of the angle $alpha$ passes through the point $p(-1,2)$, then $sinalpha=$",639,1192,2251
322,"3. (2019 is a new model from urumqi high-tech zone, 7) a factory has newly introduced a batch of electronic products. worker a handles 30 more electronic products per hour than worker b. it is known that the time it takes for worker a to move 300 electronic products is different from worker b takes the same amount of time to move 200 pieces of electronic products. if worker b moves $x$ pieces of electronic products per hour, the equation can be formulated as",502,503,449
1470,which of the following operations is correct,345,2320,367
3721,"it is known that the function $f(x)$ is a differentiable function defined on $(0,+infty)$, and $f^{prime}(x)$ is its derivative function, when $x>0$ and $xneq1 when $, $frac{2f(x)+xf^{prime}(x)}{x-1}>0$, if the curve $y=f(x)$ is the slope of the tangent at $x=1$ is $-frac{3}{4}$, then $f(1)=$$(quad)$",186,652,710
3349,the domain of the function $y=sqrt{1-x^{2}}+log{2}(tanx-1)$ is $underline{qquad}$.,639,2329,297
3672,"the image of the function $y=frac{2x^{3}}{2^{x}+2^{-x}}$ in $[-6,6]$ is roughly $(quad)$",639,643,1119
340,"begin{array}{l}text{(}2020text{gansu lanzhou first clinic,}2text{)if }angleatext{ and }anglebtext{ are complementary angles to each other,}anglea=40^{circ},text{then}angleb= begin{array}{llll}mathrm{a}.140^{circ}&mathrm{b}.40^{circ}&mathrm{c.}50^{circ}&mathrm{d}.60^{circ}end{array }end{array}",1928,1929,762
3212,"let $theta$ be the second quadrant angle, if $tanleft(theta+frac{pi}{4}right)=frac{1}{2}$, then $costheta=$$underline{qquad}$.",1687,2329,1938
3597,"known sign function $mathrm{sgn}x=left{begin{array}{l}1,x>0,0,x=0,-1,x<0text{.}end{array}right.$$f (x)$ is an increasing function on $mathrm{r}$, $g(x)=f(x)-f(ax)(a>1)$, then $(quad)$",469,2055,639
3690,"given the function $f(x)=x+frac{a}{2x}$, the two tangents to the curve $f(x)$ are made through the point $(1,0)$, and the tangent point is $aleft(x{ 1},fleft(x{1}right)right),bleft(x{2},right.$,$left.fleft(x{2}right)right)left(0<x{1}<x{2 }right)$, if there is a unique integer in the interval $left(x{1}, x{2}right)$, then the value range of $a$ is $(quad)$",369,185,397
2566,"12. the root of the equation $mathrm{e}^{x}+x-2=0$ is $x{1}, and the root of lnx+x-2=0$ is $x{2}$, then $(quad )$",639,,
2005,$cos^{2}frac{pi}{8}-sin^{2}frac{pi}{8}=$$underline{qquad}$.,1938,2251,343
2669,"it is known that the function $f(x)=asin(omegax+varphi)(a>0, omega>0, 0<varphi<pi)$ is an even function, and the graph of $y=f(x)$ is drawn along $x $translate the axis to the left $frac{pi}{6}$ unit length, and then extend the abscissa of all points on the image to 2 times the original (the ordinate remains unchanged) $, the corresponding function of the obtained image is $y=g(x)$. it is known that the distance between the adjacent symmetry centers of the image of $y=g(x)$ is $2pi$, then $omega=$$underline{quad}$, if $ the function value corresponding to the image of y=g(x)$ at a certain axis of symmetry is $-2$, then the maximum value of $g(x)$ on $[0, pi]$ is",1192,2251,639
747,the result of calculating $(-6)divleft(-frac{1}{3}right)$ is,165,485,487
3615,"of the following functions, the one that is neither odd nor even is $(quad)$",639,1119,984
200,3. which of the following operations is correct?,2320,2303,165
2466,"it is known that the distance between at most one point on the circle $x^{2}+y^{2}-2x-6y+a=0$ and the straight line $3x+4y+$$5=0$ is 2, then the real number $a$ may be the value of is $quad(quad)$",2182,1950,2180
3926,"7. it is known that $f{1}, f{2}$ are hyperbolic $c:frac{x^{2}}{a^{2}}-frac{y^{2}}{b^{ 2}}=1(a>0,b>0)$ the left and right focal points, with $f{1}$ as the center of the circle and the semi-focal length $c$ as the radius, an intersection of the circle and the hyperbola $c$ is $p$, if the straight line $pf{2}$ is tangent to the circle $f{1}$, the eccentricity of the hyperbola is",1375,,1393
241,the solution set of $text{inequality}3x+1>7text{ is}$,1803,1804,449
3232,the minimum positive period of the function $f(x)=sin^{2}2x$ is $underline{qquad}$.,1192,1940,639
2978,"given $0<log{a}2020<log{b}2020$, the following conclusion is correct",639,39,
2246,the function $f(x)=log{2}x-3sinleft(frac{pi}{2}xright)$ the number of zeros is $quad(quad)$,639,2243,297
2464,"it is known that in $triangleabc$, the angles $a and b$ satisfy $sina-cosb+a+b<frac{pi}{2}$, then the following conclusion must be correct is $quad$()",1192,639,
1265,"as shown in the figure is a rectangular piece of paper, point $e$ is on the edge of $ab$, fold $trianglebce$ in half along the line $ce$, so that point $b$ falls on point $f$ on the diagonal $ac$ , connect $df$. if the points $e, f, d$ are on the same straight line, $ae=2$, then $df=underline{qquad}$, $be=underline{qquad}$",2056,1670,
1747,the result of simplifying $x(x-1)+x$ is,2320,2300,
2488,"it is known that $a(2,1), bleft(frac{2}{3},0right), c, d$ are all in the function $f(x)=log{2}frac{ax}{x+b }$. if the quadrilateral $abcd$ is a parallelogram, then the area of the quadrilateral $abcd$ is $quad$()",297,299,639
3440,"given $tanalpha=3, alphainleft(0, frac{pi}{2}right)$, the value of $sin2alpha+cos(pi-alpha)$ is $(quad)$",1192,1938,639
2168,"5. infrastructure construction can have a huge impact on social and economic benefits. a city invests $a$ billion in infrastructure construction, which will generate $f(t)=amathrm{e}^{lambdat}$ billion after $t$ years. social and economic benefits. if the social and economic benefits generated by the city’s investment in infrastructure after 4 years are twice the investment amount, and after another $t$ years, the social and economic benefits generated by the investment are 8 times the investment amount, then $ t=$)",289,292,
1739,"if $sqrt{a-2}+|b+1|=0$, then $(a+b)^{2020}=$",345,,368
950,decomposition factor: $x^{3}-6x^{2}+9x=underline{qquad}$.,2320,471,472
3384,"in the plane cartesian coordinate system $xoy$, the point $a$ is on the curve $y=lnx$, and the tangent of the curve at the point $a$ passes through the point $(-mathrm{e},-1)$($ mathrm{e}$ is the base of natural logarithm), then the coordinate of point $a$ is $underline{qquad}$.",186,195,652
2682,"it is known that $f{1}, f{2}$ are hyperbolic curves $c:frac{x^{2}}{a^{2}}-frac{y^{2}}{b^{2} }=1(a>0,b>0)$, the left and right focus points, pass the point $f{1}$ to an asymptote to make a vertical line, intersect the right branch of the hyperbola at the point $p$, and the straight line $f {2}p$ and $y$ axis intersect at point $q(p, q$ are on the same side of $x$ axis$)$, connect $qf{1}$, if the inscribed circle of $trianglepqf{1}$ the center of the circle just falls on the circle with $f{1}f{2}$ as the diameter, then the size of $anglef{1}pf{2}$ is $underline{quad}$; the eccentricity of the hyperbola is",1375,1274,1384
1726,"auntie wang bought 100 apples at a price of m yuan each, and now sells 70 apples at a price that is 20% higher than the purchase price, and then sells the remaining 30 apples at a price that is n yuan lower than the purchase price. if you sell, then the amount of all 100 apples sold is w yuan, and the correctness of the following equation is",406,406,
3712,"it is known that the straight line $y=frac{1}{m}$ is a tangent to the curve $y=xmathrm{e}^{x}$, then the value of the real number $m$ is $(quad)$",186,652,195
2010,"known function $f(x)=sin(omegax+varphi)left(0<omega<3,|varphi|<frac{pi}{2}right)$, if $fleft(-frac{pi}{12} right)=fleft(frac{5pi}{12}right)=0$, then $f(pi)=$$underline{qquad}$.",1192,2249,2249
3106,"let $a=3^{0.2},b=log{3}2,c=log{0.2}3$, then",639,297,641
428,"the image of the quadratic function $y=x^{2}$ is first shifted upward by $1 units, and then shifted to the right by $2 units, and the vertex formula of the new quadratic function is $underline{qquad}$.",369,381,639
2800,the solution set of the inequality $|x-1|+|x+2|geqslant5$ is,39,804,
2219,"the function $f(x)$ defined on $mathbf{r}$ satisfies $f(x)=left{begin{array}{l}x^{2}+2,xin[0,1),2- x^{2},xin[-1,0)end{array}right.$, and $f(x+1)=f(x-1)$, if $g(x)=3-log{2 }x$, then the number of zeros in the function $f(x)=f(x)-g(x)$ in $(0,+infty)$ is",639,,186
2558,"4. set $a=5^{0.4}, b=log{0.4}0.5, c=log{5}0.4$, then the size relationship of $a, b, c$ is (",639,2201,298
979,"9. in the grid as shown, the side length of the small square is 1, the points $a, b, c, d$ are all on the grid point, $ab$ and $cd$ intersect at the point $o$, then $angleaoc the tangent of $ is",639,1192,
1547,"in the same plane rectangular coordinate system, if the potential object line $y=x^{2}+(2m-1)x+2m-4$ and $y=x^{2}-(3m+n)x+n $ is symmetrical about the $y$ axis, then the value of $m and n$ that meet the conditions is $quad(quad)$",369,370,372
3425,"let $a=sin33^{circ},b=cos55^{circ},c=tan35^{circ}$, then $(quad)$",1192,1938,639
3469,"after shifting the image of the function $f(x)=sinx$ to the right by $frac{pi}{4}$ unit length, the image of the function $y=g(x)$ is obtained, then the function $y=f( the maximum value of x)cdotg(x)$ is $(quad)$",1192,2243,639
3607,the domain of function $y=frac{sqrt{-x^{2}-x+2}}{lnx}$ is $(quad)$,297,368,639
1965,"given the function $f(x)=ln|x|cdotcosx$, the approximate image of $f(x)$ is",639,643,
2703,"knowing $xinleft(0,frac{pi}{4}right),yinleft(0,frac{pi}{4}right)$, and satisfying $tany=frac{cos2x}{1+sin2x}$, then $ the minimum value of frac{1}{x}+frac{4}{y}$ is",1192,2102,639
2191,"5. it is known that the trajectory of the center of the moving circle passing through the point $f(0,-2)$ and tangent to the line $y=2$ is $c$, and the point $aleft(x{1},y{1}right ), bleft(x{2}, y{2}right)$ are two points on the curve $c$. if $y{1}+y{2}=$$-10$, then $|ab|$ the maximum value is",988,,
758,"the ink covers the operation symbols in the equation ""$x^{3}$ink$x=x^{2}(xneq0)$"", then the coverage is",2045,1483,1484
406,calculate $:left(sqrt{12}-sqrt{frac{4}{3}}right)timessqrt{3}=underline{qquad}$.,353,357,
915,"if every value of x in the solution set of the inequality $2mathrm{x}+5<1$ can make the inequality 4$x+1<xm$ about $x$ true, then the value range of m is",1812,1814,1816
2962,"it is known that $o$ is the origin of the coordinates, and through the point $p(a,-1)$, two straight lines and the parabola $c, x^{2}=4y$ are tangent to the points $a, b, ab$ respectively the midpoint is $m$, then which of the following conclusions is correct",186,988,1020
3359,"if the function $f(x)=ax^{2}-(2a+1)x+a+1$ always has $f(x)geqslant0$ for $xin[-1,1]$, then the real number $a the value range of $ is $underline{qquad}$.",369,372,2102
1837,"if the set of unary linear inequalities $left{begin{array}{l}frac{3x-1}{2}leqslantx+3,xleqslantaend{array}right.$ about $x$ is $xleqslanta;$ and about the fractional equation of $y$ $frac{ya}{y-2}+frac{3y-4}{y-2}=1$ has a positive integer solution, then the product of all the values of the integer $a$ that satisfies the condition yes",39,1814,
3662,"in the following functions, the domain, monotonicity and parity of the function $y=2^{x}-2^{-x}$ are consistent with $(quad)$",639,297,2055
3385,"let the tangent of the curve $y=mathrm{e}^{x}$ at the point $(0,1)$ and the curve $y=frac{1}{x}(x>0)$ at the point $p$ the tangent is vertical, then the coordinate of $p$ is $underline{qquad}$.",186,195,652
3225,"given $sinalpha+cosalpha=frac{sqrt{5}}{2}$, then $cos4alpha=$$underline{qquad}$.",1192,1938,639
2610,"8. it is known that $mathrm{e}approx2.71828$ is the base of the natural logarithm, let $a=sqrt{3}-frac{3}{mathrm{e}},b=$$sqrt{2}-frac {2}{mathrm{e}},c=mathrm{e}^{sqrt{2}-1}-ln2$, then",641,172,186
1538,"the distance between $a and b$ is $240mathrm{~km}$, truck a goes from $a$ to $b$ at a constant speed of $40mathrm{~km}/mathrm{h}$, and arrives at $b$ stop after?. at the same time when a starts, truck b goes from $b$ to $a$ along the same road at a constant speed, and stops after reaching $a$. the distance between the two vehicles $y(mathrm{~km}) the functional relationship between $ and the departure time of a cargo person $x(mathrm{~h})$ is shown by the broken line $cd-de-ef$ in the figure. the coordinate of the point $c$ is $(0,240)$ , the coordinate of point $d$ is $(2.4,0)$, then the coordinate of point $e$ is $underline{qquad}$",1736,1742,
642,"after two price cuts of a drug, the retail price of each bottle is reduced from $168$ to $108$. it is known that the percentage of the two price cuts is the same. let the percentage of each price drop be $x$, according to the equation of the question meaning",1762,1786,449
2743,"given that the end of the angle $alpha$ passes through the point $(-1,2)$, then $tanalpha=$ $underline{quad}$, sin2alpha=",1192,2251,639
1721,"the ancient chinese mathematics masterpiece ""sun tzu's suanjing"" records: ""now there is wood, i don't know the length, pull the rope and measure it, the remaining rope is four feet and five inches, and the rope is bent, and it is less than one foot. what is the length of the wood?"" use a rope to measure a piece of wood, the rope still has $4.5 feet left, fold the rope in half and measure the wood strip, the remaining 1 foot of wood strip, ask how long the wood strip is. if you set the length of the wood strip $x$ feet, the length of the rope $ y $ ruler, then the system of equations can be listed as",413,413,668
2417,"regarding the function $f(x)=mathrm{e}^{x}+asinx,xin(-pi,+infty)$, the following statement is correct is 0",738,739,645
2793,"it is known that $alpha$ is the second quadrant angle, $sin(pi-alpha)=frac{5}{13}$, then $tan(alpha+$$left.frac{15pi}{4}right)=$",1192,2251,639
3871,"10. set the function $f(x)=frac{sinxcosx}{sinx+cosx}$, then (",1192,639,639
1503,"the parabola $y=ax^{2}+bx+c$ passes through $a(-3,0), b(4,0)$ two points, then the quadratic equation about $x$$a(x-1 )^{2}+c=b-bx$ solution is",369,373,373
3841,7. which of the following propositions is true,186,639,
3720,"let the slope of the tangent line of the graph of the function $y=xsinx+cosx$ at the point $(t,f(t))$ be $g(t)$, then the function $y=g(t)$ part of the graph can be $(quad)$",186,652,1119
2224,"it is known that the function $f(x)=frac{mathrm{e}^{x}}{x}-kx (mathrm{e}$ is the base of the natural logarithm) has and has only one zero point, then the real number $k$ the value range is",186,188,189
2910,"it is known that $o$ is the origin of coordinates, hyperbolic $c, frac{x^{2}}{a^{2}}-frac{y^{2}}{b^{2}}=1(a> 0,b>0)$'s right focus is $f$, and the line passing through the point $f$ and perpendicular to the $x$ axis intersects an asymptote of the hyperbola $c$ at the point $a ($point $a $in the first quadrant$)$, point $b$ is on the asymptote of the hyperbola $c$, and $bf//oa$, if $overrightarrow{ab}cdotoverrightarrow{ob}=0$, then the hyperbola the eccentricity of $c$ is",1384,,
3000,"it is known that the function $f(x)$ is an odd function defined on $mathbf{r}$, and when $x>0$, $f(x)=(x-2)mathrm{e}^{x} $, then the following conclusion is correct",639,186,41
3214,"knowing that $sinalpha$ and $cosalpha$ are the two real roots of the equation $4x^{2}+2sqrt{6}x+m=0$, then $sin^{3}alpha-cos^{3}alpha= $$underline{qquad}$.",1192,1938,639
3088,"if an asymptote of the hyperbola $c, x^{2}-frac{y^{2}}{b^{2}}=1(b>0)$ and the straight line $y=$$2x+1 $parallel, then the value of $b$ is",1375,1384,
3133,"given the function $f(x)=tan(omegax+varphi)left(omega>0,0<varphi<frac{pi}{2}right)$ about the point $left(frac{pi}{6} ,0right)$ is centrally symmetric, and the distance between two adjacent intersections with the line $y=a$ is $frac{pi}{2}$, then the following statement is correct",1192,2329,639
142,"a and b make a certain mechanical part. it is known that a makes 8 less parts per hour than b, and the time it takes a to make 120 parts is equal to the time it takes b to make 150 parts. let a make $x$ parts per hour , the following equation is correct",449,,
2440,"suppose $a, b$ are two points on the drag line $y=x^{2}$, $o$ is the origin of coordinates, the following conclusion is established is",988,1007,
3348,"the first-order function $f(x)$ is a decreasing function, and it satisfies $f[f(x)]=4x-1$, then $f(x)=$$underline{qquad}$.",639,1736,
1757,decomposition factor: $mx^{2}-2mx+m=$,165,471,1574
3903,"9. knowing the function $f(x)=sinleft(2x+frac{pi}{12}right)$, the following statement is correct ($)$",1192,2251,639
1471,"the vertex coordinate of the quadratic function $y=ax^{2}+bx+c(aneq0)$ is $(-1,n)$, and its partial image is shown in the figure. the following conclusion is wrong",369,381,639
824,"in the plane cartesian coordinate system, the quadrant where the point $pleft(x^{2}+2,-3right)$ is located is",1100,261,1687
2912,"take any point $p(x,y)$ on the unit circle $o, x^{2}+y^{2}=1$, the intersection of the circle $o$ and the positive semi-axis of the $x$ axis is $a$ , let $oa$ rotate counterclockwise around the origin $o$ to $op$ to be $theta$, and note that the expressions of $x and y$ about $theta$ are $x=f(theta), y =$$g(theta)$, then the following statement is correct",1192,,639
1736,decomposition factor: $ab^{2}-a=$,165,471,1038
3006,"given $m>0, n>0$, and $m+4n+mn=5$, then the minimum value of $m+4n$ is",708,2102,
608,the square root of 16 is ( ),2045,1041,1042
3371,"let $f(x)$ be a function defined on $mathrm{r}$ with period $1$, on the interval $[0,1)$, $f(x)=left{begin{array}{l }x^{2},xind,x,xnotind,end{array}right.$ where set $d=left{xmidx=frac{mathrm{n}-1}{mathrm{n}},ninmathrm{n}^ {*}right}$, then the number of solutions to the equation $mathrm{f}(mathrm{x})-lgx=0$ is $underline{qquad}$.",639,297,
1501,"through the moving point $a$ on the hyperbola $y=frac{k}{x}(k>0)$, make the $abperpx$ axis at the point $b, p$ is the point on the straight line $ab$, and satisfy $ ap=2ab$, pass the point $p$ to make a parallel line of the $x$ axis to intersect the hyperbola at the point $c.$ if the area of $triangleapc$ is $8$, then the value of $k$ is $underline{qquad} $.",430,639,435
2305,"the known point $a$ is the moving point on the curve $y=x+frac{4}{x}(x>0)$, and $b$ is the circle $(x-$$2)^{2}+y^ the moving point on {2}=1$, then the minimum value of $|ab|$ is $(quad)$",39,708,
311,"it is known that the quadratic equation $2x^{2}-kx+3=0$ about $x$ has two equal real roots, then the value of $k$ is",1762,1787,449
3719,$int{-4}^{4}left[cosleft(x+frac{pi}{2}right)+sqrt{16-x^{2}}right]mathrm{d}x=$$(quad)$,334,335,
628,the inverse of the following proposition holds,2045,977,
1716,"given $frac{1}{x}+frac{1}{y}=3$, then the value of the algebraic formula $frac{2x+3xy+2y}{x-2xy+y}$ is $underline{qquad}$",502,502,
3605,"the known function $f(x)=left{begin{array}{l}x+frac{1}{x-2},x>2,x^{2}+2,xleq2,end{array}right. $ then $f[(f(1)]=$$(quad)$",469,369,639
2094,"compound interest is a method of calculating interest, that is, adding the interest of the previous period and the principal together as the principal, and then calculating the interest of the next period. a student has a lucky money of $1000, which is deposited in the bank, and the annual interest rate is $2.25%$, if you put it into wechat coin pass or alipay’s yu’e bao, the annual interest rate can reach $4.01%$. if you choose the appropriate method to deposit this $1000$ for a full $5$ year, you can earn more interest $(quad)$ (reference data: $1.0225^{4}=1.093, 1.0225^{5}=1.118, 1.0401^{5}=1.217$)",639,2202,
302,"1. (2019 lanzhou, gansu, 5,4 points $) x=1$ is the solution of the quadratic equation $x^{2}+ax+2b=0$ about $x$, then $2a+4b=quad (quad)$",1762,1787,449
3714,"the area of the triangle enclosed by the line passing through $(2,0)$ and tangent to the curve $y=frac{1}{x}$ and the coordinate axis is $(quad)$",186,652,652
3979,"8. let $a$ be a set of non-empty binary ordered arrays $(x, y)$, and the set $b$ is a set of non-empty real numbers. if according to a certain corresponding relationship $f$, make the set any element $(x, y)$ in $a$ has a unique real number $z$ corresponding to it in the set $b$, then the correspondence $f$ is said to be defined on $a$ ""binary function"", denoted as $z=f(x,y)$. known ""binary function"" $f(x,y)=x^{2}+y^{2}(lny-$$ lnx)-axy(ainmathbf{r})$. if the function $f(x,y)$ has a zero point $($equation $f(x,y)=$0 has a real number solution $)$, then the real number $a$ the minimum value is $quad(quad)$",639,186,
243,"begin{array}text{) inequality group}left{begin{array}{l}2x+3leqslantx+11,frac{2x+5}{3}-1>2-xend{array}right.right.text{ }text{solution is}end{array}",1812,1814,1816
3368,"the graph of the known function $f(x)=frac{2^{x}}{1+acdot2^{x}}(ainmathrm{r})$ is about the point $left(0,frac{1}{2} right)$ symmetrical, then $a=$$underline{qquad}$.",639,643,
64,"it is known that the two roots of the quadratic equation $x^{2}+2x-8=0$ are $x{1}, x{2}$, then $frac{x{2}}{x{1}} +2x{1}x{2}+frac{x{1}}{x{2}}=$",449,1787,1791
2247,"it is known that the function $f(x)=asin2x-bcos2x(a,b$ is a constant $,aneq0,xinmathbf{r})$ takes the maximum value at $x=frac{pi}{12}$, then the function $y =fleft(x+frac{pi}{3}right)$ is",1192,,
3203,"as shown in the figure, hyperbola $c, frac{x^{2}}{a^{2}}-frac{y^{2}}{b^{2}}=1(a>$$0,b>0 )$'s left and right focal points are respectively $f{1}(-c,0), f{2}(c,0)$, straight line $y=frac{bc}{2a}$ and hyperbola $c$ the two asymptotes intersect at points $a and b respectively. if $anglebf{1}f{2}=frac{pi}{3}$, the eccentricity of the hyperbola $c$ is",1375,1375,
407,simplified $:sqrt{8}-sqrt{2}=underline{qquad}$.,353,357,
940,10. which of the following propositions is true,2045,308,
2584,"6. it is known that the focus of the parabola $c:y^{2}=8x$ is $f, and p$ is a point on the first quadrant of $c$. if the distance from the midpoint of $pf$ to the $y$ axis is 3, then the slope of the straight line $pf$ is",2040,988,1007
165,4. which of the following formulas is correct?,2320,2303,165
3191,"given that $a=ln3, b=log{3}mathrm{e}, c=log{pi}mathrm{e} ($note, $mathrm{e}$ is the base of natural logarithm), then the following relationship is correct yes",297,641,639
1522,"as shown in the figure, it is known that the image of the linear function $y=-2x$$+8$ intersects the coordinate axis at two points $a and b$, and is tangent to the image of the inverse proportional function $y=$1 at the point $ c.$",1736,430,1742
58,decomposition factor: $a^{2}+a=$,2320,471,473
1475,"5. as shown in the figure, there is a moving point $a$ on the image of the inverse proportional function $y{1}=-frac{2}{x}$, connecting $ao$ and extending the other support point $ b$, there is a point $c$ in the first quadrant, which satisfies $ac=bc$, when the point $a$ moves, the point $c$ is always in the function $y{2}=frac{k}{x}$ motion on the image, if $tananglecab=2$, then the value of $k$",430,639,437
3325,"known hyperbola $c:frac{y^{2}}{a^{2}}-frac{x^{2}}{b^{2}}=1(a>0,b>0)$ , the focal length is $2c$, the straight line $kx-y-2kc+c=0$ constantly passes through the fixed point $a$, and $a$ is on the hyperbola $c$, then the eccentricity of the hyperbola $c$ is $underline {qquad}$.",,1394,2185
288,"as shown in the figure, a straight wooden pole is broken at $3.1mathrm{~m}$ off the ground, and the top of the wooden pole falls on the ground and forms an angle of $38^{circ}$ with the ground, then the height of the wooden pole before it breaks is about is $quadmathrm{m}$.(reference data$left.:sin38^{circ}approx0.62,cos38^{circ}approx0.79,tan38^{circ}approx0.78right)$",639,1192,
3667,"the image of the known functions $y=x^{a}, y=x^{b}, y=c^{x}$ is shown in the figure, then the size relationship of $a, b, c$ is $( quad)$",639,956,2199
615,the number whose square root is equal to itself is ( ),2045,923,
3120,"if the set $left{xmid3^{x}>frac{sqrt{3}}{3}right}=left{xmidlog{frac{1}{2}}(xa)<1right}$, then the real number $a$ value equal to",639,289,39
525,which of the following quadratic radicals is the simplest quadratic radical is,165,2112,2113
2276,"known straight line $y=kx(kneq0)$ and hyperbola $frac{x^{2}}{a^{2}}-frac{y^{2}}{b^{2}}=1(a >0,b>0)$ intersects at points $a and b$, and the circle with diameter $ab$ just passes through the right focus $f of the hyperbola. if the area of $triangleabf$ is $4a^{2} $, then the eccentricity of the hyperbola is",1375,,
2081,"the function $f(x)$ defined on $(0,+infty)$, satisfies the following conditions: (1) for any $x{1}, x{2}in(0,+infty)left(x {1}neqx{2}right)$, with $frac{fleft(x{1}right)-fleft(x{2}right)}{x{1}-x{2}}>0$;(2 ) for all $x>0$, there is $f(x)+frac{1}{x}>0$; (3) for any $xin(0,+infty)$, there is $f(x)cdotfleft (f(x)+frac{1}{x}right)=1$. then the value of $f(1)$ is $(quad)$",639,2055,2055
1571,"point $left(-frac{b}{2a},frac{1-b^{2}}{4a}right)$ is called the focus of the parabola, put $y=-frac{b^{2}+1 }{4a}$ is called the directrix equation of the parabola. for example, the focus of the parabola $y=x^{2}+2x$ is $left(-1,-frac{3}{4}right)$, the directrix equation is $y=-frac{5}{4}$. according to the material, it is now known that the ordinate of the focus of the parabola $y=ax^{2}+bx(aneq0)$ is 3, and the directrix equation is $y=5$, then regarding the maximum value of the quadratic function $y=ax^{2}+bx$, the following statement is correct",369,373,381
2843,"known function $f(x)=left{begin{array}{l}3^{x}-9,xgeqslant0,xmathrm{e}^{x},x<0end{array}(mathrm{e}=2.718 cdotsright.$ is the base of the natural logarithm $)$, if the zero point of $f(x)$ is $alpha$ and the extreme point is $beta$, then $alpha+beta=$a.$-1$b. 0c.1d.2",469,2201,639
2044,"it is known that $alpha$ is the third quadrant angle, and $left|cosfrac{alpha}{3}right|=-cosfrac{alpha}{3}$, then $frac{alpha}{3}$ is $(quad) $",639,1192,
2211,"1-3(2019 east anhui famous school alliance, 9$)$ set $binmathbf{r}$, if the function $f(x)=4^{x}-$$2^{x+1}+b$ is in $[ the maximum value on -1,1]$ is 3, then the minimum value on $[-1,1]$ is",369,2100,639
3959,"7. $f(c,0)$ is a hyperbola $frac{x^{2}}{a^{2}}-frac{y^{2}}{b^{2}}=1(a> 0,b>0)$'s right focus, the line $x=c$ intersects the hyperbola at points $m, n (m$ is in the first quadrant), points $b, a$ are the left and right points of the hyperbola, respectively. right vertex, $c$ is a point on the extension line of $ab$, $anperpcm.$ the range of the hyperbolic eccentricity is $quad$())",1375,,
